RACE,DATE,COND,DIST,SURF,FIN,ODDS,HORSE,JOCKEY,TRAINER,SIRE,BR-SIRE,LAST RACE,WATCH,NOTES,START_TIME,END_TIME
2,2016-07-22,MSW-F-NY,5.5,D,1,8.8,Bliss to You,"Cancel, Eric","Cash, Russell",Freud,Candy Stripes,MTH 6-6/18/16 4,,,2016-07-22 14:00:00,2016-07-22 14:01:11.500
2,2016-07-22,MSW-F-NY,5.5,D,2,6.2,Ribbonite,"Davis, Dylan","Davis, Robbie",Griffinite,Western Expression,,,,2016-07-22 14:00:00,2016-07-22 14:01:11.500
2,2016-07-22,MSW-F-NY,5.5,D,3,0.45,Seattle Ice Queen,"Ortiz, Jose","Levine, Bruce",Frost Giant,Indian Charlie,,,,2016-07-22 14:00:00,2016-07-22 14:01:11.500
2,2016-07-22,MSW-F-NY,5.5,D,4,4.0,Messer Misfit,"Carmouche, Kendrick","Smith, Guy",Drosselmeyer,Sea of Secrets,,,,2016-07-22 14:00:00,2016-07-22 14:01:11.500
2,2016-07-22,MSW-F-NY,5.5,D,5,12.4,Icy Girl,"Lezcano, Jose","Hertler, John",Frost Giant,Mass Media,,,,2016-07-22 14:00:00,2016-07-22 14:01:11.500
6,2016-07-22,MSW-F,5.5,D,1,2.85,Bowie,"Geroux, Florent","Asmussen, Steven",Malibu Moon,Unbridled's Song,,Y,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,2,4.8,Special Risk,"Ortiz, Irad","Rodriguez, Rudy",Eskendereya,Macho Uno,BEL 2-5/18/16 3,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,3,13.9,Torrent,"Ortiz, Jose","Moquett, Ronald",Blame,Yankee Gentleman,,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,4,3.15,Jumby Bay,"Velazquez, John","Pletcher, Todd",City Zip,Tiznow,,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,5,2.55,La Coronel,"Leparoux, Julien","Casse, Mark",Colonel John,Chester House,CD 4-6/17/16 4,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,6,10.9,My Sweet Stella,"Santana, Ricardo","Lukas, D. Wayne",Eskendereya,Songandaprayer,,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,7,15.9,Sunday Gravy,"Castellano, Javier","Contessa, Gary",Unbridled's Song,Gone West,BEL 1-6/22/16 6,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
6,2016-07-22,MSW-F,5.5,D,8,30.0,She's Had Enough,"Luzzi, Michael","Jolley, Leroy",Stay Thirsty,Two Punch,,,,2016-07-22 18:00:00,2016-07-22 18:01:11.500
8,2016-07-22,GRD-F,6.0,D,1,4.4,Sweet Loretta,"Velazquez, John","Pletcher, Todd",Tapit,Bluegrass Cat,MTH 6-6/18/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,2,22.1,Fun,"Alvarado, Junior","Wilkes, Ian",Harlan's Holiday,Empire Maker,CD 4-6/24/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,3,5.4,Harlands Thunder,"Geroux, Florent","Mott, William",Harlan's Holiday,Songandaprayer,BEL 7-6/9/16 6,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,4,1.7,Made Me Shiver,"Ortiz, Irad","Asmussen, Steven",Maclean's Music,Tiznow,CD 4-6/17/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,5,3.95,Olive Branch,"Ortiz, Jose","Violette, Rick",Speightstown,Bernardini,BEL 2-5/18/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,6,29.0,Summer Sally,"Bravo, Joe","Rodriguez, Rudy",Ghostzapper,Maria's Mon,BEL 1-5/4/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,7,5.0,Lightning Dove,"Rosario, Joel","Ward, Wesley",Uncle Mo,Thunderello,BEL 7-6/9/16 5,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
8,2016-07-22,GRD-F,6.0,D,8,23.2,Inspired Flight,"Prado, Edgar","Schoenthal, Phil",Orientate,Not For Love,LRL 7-7/1/16 1,,,2016-07-22 20:00:00,2016-07-22 20:01:18.000
2,2016-07-23,MSW,8.5,T,1,6.5,Conquest Sure Shot,"Lezcano, Jose","Casse, Mark",Scat Daddy,Speightstown,BEL 2-6/18/16 3,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,2,2.5,Master Merion,"Ortiz, Jose","Ward, Wesley",Quality Road,Danehill,BEL 2-6/18/16 2,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,3,23.7,Unbridled Eagle,"Saez, Luis","Lukas, D. Wayne",Mineshaft,Unbridled's Song,CD 1-6/4/16 5,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,4,18.5,Lucky Lou Pal,"Ortiz, Irad","Englehart, Chris",Frost Giant,Cryptoclearance,BEL 1-7/4/16 3,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,5,3.55,Our Stormin Norman,"Leparoux, Julien","Casse, Mark",Blame,Stroll,CD 5-6/11/16 2,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,6,5.5,Oscar Performance,"Rosario, Joel","Lynch, Brian",Kitten's Joy,Theatrical (IRE),,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,7,4.1,One of a Kind,"Castellano, Javier","Kenneally, Eddie",Lemon Drop Kid,Dixie Union,CD 2-6/23/16 2,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,8,19.6,Keynesian,"Franco, Manuel","Clement, Christophe",Bernardini,Forestry,,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,9,18.4,Piazza Del Campo,"Alvarado, Junior","Mott, William",Gio Ponti,Horse Chestnut (SAF),,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
2,2016-07-23,MSW,8.5,T,10,57.25,Sahara Storm,"Luzzi, Michael","Desormeaux, Keith",Get Stormy,Desert Secret (IRE),,,,2016-07-23 14:00:00,2016-07-23 14:01:50.500
3,2016-07-23,GRD,6.0,D,1,0.95,Bitumen,"Castellano, Javier","Kenneally, Eddie",Mineshaft,Tale of the Cat,CD 3-6/30/16 1,,,2016-07-23 15:00:00,2016-07-23 15:01:18.000
3,2016-07-23,GRD,6.0,D,2,1.7,Random Walk,"Ortiz, Jose","Violette, Rick",Super Saver,Yes It's True,BEL 1-6/3/16 1,,,2016-07-23 15:00:00,2016-07-23 15:01:18.000
3,2016-07-23,GRD,6.0,D,3,6.8,Zartera,"Ortiz, Irad","Asmussen, Steven",Tapizar,Gone West,CD 3-6/16/16 1,,,2016-07-23 15:00:00,2016-07-23 15:01:18.000
3,2016-07-23,GRD,6.0,D,4,5.8,Bronson,"Velazquez, John","Pletcher, Todd",Medaglia d'Oro,Avenue of Flags,MTH 2-6/18/16 1,,,2016-07-23 15:00:00,2016-07-23 15:01:18.000
3,2016-07-23,GRD,6.0,D,5,17.7,Bay Numbers,"Lopez, Paco","Plesa, Edward",Algorithms,Unbridled's Song,MTH 3-7/9/16 1,,,2016-07-23 15:00:00,2016-07-23 15:01:18.000
6,2016-07-23,MSW,5.5,D,1,2.9,One Liner,"Velazquez, John","Pletcher, Todd",Into Mischief,Cherokee Run,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,2,5.8,Royal Copy,"Santana, Ricardo","Lukas, D. Wayne",Bodemeister,Meadowlake,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,3,5.1,Pretty Boy Flash,"Ortiz, Irad","Asmussen, Steven",Gone Astray,Honour and Glory,CD 4-5/19/16 5,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,4,20.9,South Sea,"Rosario, Joel","Mott, William",Into Mischief,Empire Maker,,Y,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,5,3.65,Forge,"Castellano, Javier","Brown, Chad",Harlan's Holiday,Latent Heat,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,6,5.1,Conquest Reformo,"Leparoux, Julien","Casse, Mark",Into Mischief,Victory Gallop,CD 3-6/16/16 2,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,7,16.9,Lookin at Blessing,"Alvarado, Junior","Zito, Nicholas",Lookin at Lucky,Birdstone,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,8,18.9,Johnny Obvious,"Saez, Luis","Moquett, Ronald",Wildcat Heir,Lord Carson,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,9,11.3,Any Questions,"Ortiz, Jose","Sciacca, Gary",Lookin at Lucky,Broken Vow,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
6,2016-07-23,MSW,5.5,D,10,47.75,Albert Charles,"Franco, Manuel","Wilkes, Ian",Pioneerof the Nile,Dixie Union,,,,2016-07-23 18:00:00,2016-07-23 18:01:11.500
2,2016-07-24,MSW-F,8.5,T,1,12.3,Majestic Bonnie,"Franco, Manuel","Weaver, George",Majestic Warrior,Point Given,,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,2,6.0,Enstone,"Leparoux, Julien","Casse, Mark",Tiznow,Storm Cat,WO 5-7/2/16 2,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,3,3.9,Price Too High,"Ortiz, Irad","Ward, Wesley",Scat Daddy,Smart Strike,KEE 4-4/27/16 4,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,4,1.8,Teresa Z,"Velazquez, John","Pletcher, Todd",Smart Strike,A.P. Indy,BEL 2-6/12/16 5,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,5,4.9,Angelo's Ashes,"Rosario, Joel","Ward, Wesley",Exchange Rate,A.P. Indy,BEL 2-5/29/16 3,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,6,9.8,Realism,"Geroux, Florent","Mott, William",First Defence,Touch Gold,,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,7,32.0,Rimanisempreforte,"Lezcano, Jose","Schettino, Dominick",Eskendereya,Roman Ruler,,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,8,16.2,Super Marina,"Ortiz, Jose","Weaver, George",Warrior's Reward,Lil's Lad,,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,9,23.9,Grand Banks,"Arroyo, Angel","Donk, David",Paddy O'Prado,Strong Hope,BEL 2-6/16/16 4,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
2,2016-07-24,MSW-F,8.5,T,10,37.75,Forres Lily,"Luzzi, Michael","Jolley, Leroy",Drosselmeyer,Will's Way,BEL 1-6/22/16 3,,,2016-07-24 14:00:00,2016-07-24 14:01:50.500
4,2016-07-25,MSW-F-NY,5.5,T,1,1.55,Lady Joan,"Saez, Luis","Serpe, Philip",Courageous Cat,Powerscourt (GB),BEL 2-7/3/16 2,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,2,7.2,Mo Promise,"Castellano, Javier","Contessa, Gary",Uncle Mo,Century City (IRE),,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,3,24.0,Louisiana Lady,"Luzzi, Michael","O'Brian, Leo",City Zip,Lord Avie,BEL 4-7/8/16 8,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,4,8.0,Jacqueline D,"Ortiz, Jose","Schettino, Dominick",Overdriven,Abaginone,BEL 2-6/16/16 7,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,5,30.75,Stichy G,"Davis, Jacqueline","Gullo, Gary",American Lion,Belong to Me,,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,6,3.8,Kabuki,"Lezcano, Jose","Lewis, Lisa",Afleet Alex,Kingmambo,BEL 2-7/3/16 5,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,7,27.25,With Wings,"Cancel, Eric","Cash, Russell",Girolamo,Sefapiano,MTH 5-7/2/16 8,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,8,5.2,Frosty Gal,"Ortiz, Irad","Tagg, Barclay",Frost Giant,Jump Start,,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,9,27.75,Go Ask Alice,"Torres, Jomar","Lugovich, Richard",Sir Whimsey,Judge Smells,AQU 1-4/20/16 5,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
4,2016-07-25,MSW-F-NY,5.5,T,10,14.9,Cansomebodyplease,"Franco, Manuel","Englehart, Jeremiah",Mission Impazible,Maria's Mon,,,,2016-07-25 16:00:00,2016-07-25 16:01:11.500
5,2016-07-27,MSW-F,5.5,T,1,16.3,Safe With Me,"Boyce, Forest","Motion, Graham",Discreetly Mine,Stormy Atlantic,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,2,4.9,Aikenetta,"Velazquez, John","Pletcher, Todd",Aikenite,Barkerville,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,3,4.7,Mare Irish Dancer,"Castellano, Javier","Kenneally, Eddie",Tale of the Cat,Zamindar,CD 4-6/17/16 3,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,4,7.6,Vertical Oak,"Santana, Ricardo","Asmussen, Steven",Giant Oak,Pollard's Vision,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,5,5.9,Love and Lemons,"Saez, Luis","Wismer, Troy",Lemon Drop Kid,Speightstown,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,6,4.0,Conquest Bad Girl,"Leparoux, Julien","Casse, Mark",Into Mischief,Elusive Quality,GP 8-6/25/16 3,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,7,24.25,Bigkat and Camille,"Franco, Manuel","Schettino, Dominick",Arch,Sadler's Wells,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,8,4.7,Littlefirefighter,"Ortiz, Jose","Rice, Linda",Into Mischief,Smoke Glacken,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,9,14.5,Fifteen Church,"Ortiz, Irad","Contessa, Gary",Harlan's Holiday,Mineshaft,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-27,MSW-F,5.5,T,10,17.4,Cleo,"Alvarado, Junior","Mott, William",Pioneerof the Nile,A.P. Indy,,,,2016-07-27 17:00:00,2016-07-27 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,1,7.7,Macho Miah,"Franco, Manuel","Englehart, Jeremiah",Macho Uno,Officer,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,2,4.1,Song for the Soul,"Rosario, Joel","Ward, Wesley",Freud,Unbridled's Song,BEL 4-7/8/16 6,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,3,2.4,Hamptons Holiday,"Ortiz, Irad","Rodriguez, Rudy",Harlan's Holiday,Street Cry (IRE),,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,4,6.4,Desert Trial,"Velazquez, John","Kimmel, John",Desert Party,A.P. Indy,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,5,5.2,Giant Rocks,"Geroux, Florent","Maker, Michael",Frost Giant,The Cliff's Edge,BEL 1-5/28/16 2,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,6,9.6,Discreet Encounter,"Lezcano, Jose","Kimmel, John",Girolamo,Discreet Cat,BEL 2-6/17/16 6,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,7,11.2,Mr. Massena,"Alvarado, Junior","Mott, William",Flatter,Giant's Causeway,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,8,56.5,Tiz Wicked,"Davis, Dylan","Schosberg, Richard",Tiz Way,Will's Way,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,9,21.9,Le Grand Warrior,"Castellano, Javier","Morley, Thomas",Majestic Warrior,Roaring Fever,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-28,MSW-NY,5.5,D,10,16.8,Nut Nut,"Ortiz, Jose","Brown, Bruce",Girolamo,Adcat,,,,2016-07-28 17:00:00,2016-07-28 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,1,15.2,Freud's Friend,"Franco, Manuel","Baker, Charlton",Freud,Millions,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,2,7.7,Jo's Bold Cat,"Saez, Luis","Violette, Rick",Courageous Cat,Chester House,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,3,19.5,Preferred Outcome,"Geroux, Florent","Ferraro, Anthony",Bluegrass Cat,Crafty Prospector,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,4,4.1,Catch a Cab,"Leparoux, Julien","Casse, Mark",Proud Citizen,Malibu Moon,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,5,4.1,Speightful Kitten,"Ortiz, Jose","Rice, Linda",Kitten's Joy,Speightstown,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,6,7.0,Danny's Rush,"Alvarado, Junior","Mott, William",US Ranger,Halo,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,7,18.8,Six Sided Bling,"Carmouche, Kendrick","Ferraro, Anthony",Too Much Bling,Comic Strip,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,8,8.0,Morning Daddy,"Velazquez, John","Donk, David",Scat Daddy,Victory Gallop,BEL 4-6/10/16 10,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,9,2.8,Three to Thirteen,"Ortiz, Irad","Breen, Kelly",Frost Giant,Boundary,BEL 2-6/17/16 10,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
5,2016-07-29,MSW-NY,5.5,T,10,30.5,Terry O Geri,"Luzzi, Michael","Contessa, Gary",Freud,Smoke Glacken,,,,2016-07-29 17:00:00,2016-07-29 17:01:11.500
1,2016-07-30,MSW,5.5,T,1,5.5,Ancient Warfare,"Lezcano, Jose","Casse, Mark",Quality Road,Horse Chestnut (SAF),,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,2,9.2,Happy Wanderer,"Alvarado, Junior","Mott, William",War Chant,Boston Harbor,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,3,2.45,El Talento,"Velazquez, John","Pletcher, Todd",Big Brown,Speightstown,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,4,26.25,Ben of the Bridge,"Arroyo, Angel","Reid, Robert",High Cotton,Lord Avie,MTH 1-7/15/16 3,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,5,5.2,Majestic Tom,"Ortiz, Jose","Barbara, Robert",Eskendereya,Afternoon Deelites,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,6,2.9,Impressive Edge,"Geroux, Florent","Asmussen, Steven",Harlan's Holiday,Grand Slam,CD 2-6/23/16 6,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,7,9.6,Gemologister,"Cancel, Eric","Mejia, Jaime",Gemologist,Rahy,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,8,19.8,Grandview,"Ortiz, Irad","Esler, Nicholas",Mizzen Mast,Grand Reward,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,9,31.0,Kody's Pursuit,"Santana, Ricardo","Lukas, D. Wayne",Curlin,Private Account,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
1,2016-07-30,MSW,5.5,T,10,33.25,Outstanding Gio,"Carmouche, Kendrick","Ryerson, James",Gio Ponti,Hennessy,,,,2016-07-30 13:00:00,2016-07-30 13:01:11.500
3,2016-07-30,MSW,6.0,D,1,0.65,Theory,"Velazquez, John","Pletcher, Todd",Gemologist,Officer,,Y,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,2,9.2,Reckling,"Santana, Ricardo","Asmussen, Steven",Dialed In,Distorted Humor,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,3,13.8,Kahramani,"Ortiz, Irad","Pletcher, Todd",Haynesfield,Hernando (FR),,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,4,28.0,Hemsworth,"Rosario, Joel","Albertrani, Thomas",Bernardini,Unbridled's Song,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,5,33.25,Port More,"Ortiz, Jose","Sciacca, Gary",Gone Astray,Red Bullet,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,6,25.0,The Walk,"Franco, Manuel","Albertrani, Thomas",Hansen,Boston Harbor,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,7,21.2,Factor of War,"Saez, Luis","Lukas, D. Wayne",The Factor,Zafonic,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,8,4.7,Tale of Silence,"Castellano, Javier","Tagg, Barclay",Tale of the Cat,Sunday Silence,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,9,13.6,Ultron,"Alvarado, Junior","Mott, William",Proud Citizen,Horse Chestnut (SAF),,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
3,2016-07-30,MSW,6.0,D,10,30.25,Put the Boss Back,"Carmouche, Kendrick","Ryerson, James",Put It Back,Holy Bull,,,,2016-07-30 15:00:00,2016-07-30 15:01:18.000
2,2016-07-31,MSW-F-NY,5.5,D,1,2.65,Twist 'n Shout,"Ortiz, Irad","Weaver, George",Drosselmeyer,Wheelaway,,,Race originally scheduled for turf,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,2,7.4,Filly Madison,"Ortiz, Jose","McPeek, Kenny",Not For Love,Langfuhr,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,3,6.0,Dream Passage,"Rosario, Joel","Lynch, Brian",Stormy Atlantic,Raffie's Majesty,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,4,11.2,Forever Poppi,"Carmouche, Kendrick","Sharp, Joe",Paddy O'Prado,Green Desert,BEL 2-7/3/16 8,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,5,26.75,Majestic Tango,"Cancel, Eric","Englehart, Jeremiah",Majestic Warrior,Storm Boot,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,6,3.7,Twofreeknights,"Saez, Luis","Gullo, Gary",Majestic Warrior,Unbridled,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,7,5.7,Courtly Kitty,"Velazquez, John","Donk, David",Court Vision,Forest Wildcat,BEL 4-7/8/16 4,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,8,14.7,My First Gal,"Alvarado, Junior","Hennig, Mark",First Samurai,Indian Charlie,BEL 2-6/16/16 9,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,9,11.4,Neetee Rides Again,"Bridgmohan, Shaun","Dilger, Michael",Kitten's Joy,Johar,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
2,2016-07-31,MSW-F-NY,5.5,D,10,25.5,Down Royal,"Davis, Dylan","Pugh, Peter",Alphabet Soup,High Yield,,,,2016-07-31 14:00:00,2016-07-31 14:01:11.500
7,2016-07-31,MSW-F,6.0,D,1,2.55,Runway Doll,"Leparoux, Julien","Asmussen, Steven",Majestic Warrior,Boundary,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,2,32.35,Ladies Day,"DeCarlo, Chris","Albertrani, Thomas",Bernardini,Storm Cat,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,3,4.2,Lights of Medina,"Velazquez, John","Pletcher, Todd",Eskendereya,Thunder Gulch,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,4,2.7,Blind Pool,"Castellano, Javier","Brown, Chad",Awesome Again,Forestry,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,5,8.4,Love Me in Malibu,"Saez, Luis","Kenneally, Eddie",Malibu Moon,Maria's Mon,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,6,6.6,Montrachet,"Franco, Manuel","Clement, Christophe",Broken Vow,Grand Slam,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
